airport_ident,length_ft,surface,lighted,closed
ID24,2000,TURF,0,0
ID25,3000,TURF,0,0
ID26,2600,ASPH-G,0,0
ID27,800,TURF,0,0
ID28,1900,DIRT,0,0
ID29,2600,TURF,0,0
ID30,60,CONC,0,0
ID32,8000,WATER,0,0
ID32,2700,TURF,0,0
ID33,3000,TURF,0,0
ID35,2300,TURF-DIRT,0,0
ID36,3900,TURF,0,0
ID37,50,CONC,0,0
ID38,100,GRVL,0,0
ID40,2892,ASPH,1,0
ID41,2450,GRAVEL-P,0,0
ID43,2700,TURF,0,0
ID44,4300,TURF,0,0
ID46,45,ASPH-G,0,0
ID47,60,TURF,0,0
ID48,2800,GRVL,0,0
ID49,90,CONC,0,0
ID53,22,CONC-G,0,0
ID54,15000,WATER,0,0
ID55,65,ASPH,0,0
ID56,5000,TURF,0,0
ID58,95,GRAVEL,0,0
ID59,2900,TURF-DIRT,0,0
ID60,2500,DIRT,0,0
ID61,1800,GRVL,0,0
ID62,3750,GRVL,0,0
ID64,40,ASPH-CONC-G,1,0
ID65,1900,TURF,0,0
ID66,50,CONC,0,0
ID67,1100,TURF,0,0
ID68,2500,DIRT,0,0
ID69,85,GRVL,0,0
ID71,150,ASPH-TRTD-G,0,0
ID72,2500,TURF-GRVL,0,0
ID73,100,TURF-DIRT-G,0,0
ID74,3300,GRVL-TURF-G,0,0
ID75,2600,TURF-G,0,0
ID76,1500,TURF,0,0
ID77,2450,DIRT,0,0
ID78,2600,TURF,0,0
ID79,2200,DIRT,0,0
ID80,75,CONC,1,0
ID82,3000,TURF-G,0,0
ID83,40,CONC,0,0
ID84,2800,TURF,0,0
ID85,3000,TURF-GRVL-G,0,0
ID86,1800,DIRT,0,0
ID87,2400,TURF,0,0
ID88,3300,DIRT-G,0,0
ID89,75,CONC,0,0
ID91,50,CONC,1,0
ID91,25,CONC,1,0
ID92,4200,ASPH,0,0
ID93,2100,DIRT,0,0
ID94,1600,TURF,0,0
ID95,1700,TURF-GRVL,0,0
ID96,2600,TURF-P,0,0
ID98,20,CONC,0,0
ID99,30,CONC,1,0
IE-0005,1641,G,0,0
IE-0037,1181,G,0,0
IE-0038,1181,G,0,0
IE-0077,1165,Grass,0,0
IE-0084,2132,Grass,0,0
IE-0085,2247,GRS,0,0
IG00,18,CONC,0,0
IG01,50,TURF,0,0
IG03,1800,TURF,0,0
IG04,1057,TURF,0,0
IG05,2600,TURF-G,0,0
IG06,130,TURF,0,0
IG07,1280,TURF,0,0
IG22,6800,WATER,0,0
II01,1920,TURF,0,0
II02,1900,TURF,0,0
II03,1800,TURF,0,0
II04,2600,TURF,0,0
II06,2740,TURF,0,0
II07,2600,TURF,0,0
II08,2640,TURF,0,0
II09,2400,TURF,0,0
II11,1329,TURF,0,0
II12,2500,TURF,0,0
II13,1870,TURF,0,0
II16,1800,TURF,0,0
II18,2540,TURF,0,0
II19,1500,TURF,0,0
II20,2300,TURF,0,0
II21,2000,TURF,0,0
II23,40,CONC,1,0
II26,2200,TURF,0,0
II27,1800,TURF,0,0
II28,1400,TURF,0,0
II30,1900,TURF,0,0
II30,2500,TURF,1,0
II31,2240,TURF,0,0
II32,3600,ASPH,0,0
II33,3000,TURF,0,0
II36,1000,TURF-G,0,0
II38,1600,TURF-G,0,0
II39,1600,TURF,0,0
II39,1600,TURF,0,0
II41,50,CONC,1,0
II42,1600,TURF,0,0
II43,1200,TURF,0,0
II44,40,CONC,0,0
II47,50,CONC,0,0
II49,1800,TURF,0,0
II51,2800,TURF,0,0
II52,1250,TURF,0,0
II54,1700,TURF,0,0
II55,1700,TURF,0,0
II55,1700,TURF,0,0
II56,40,ROOF-TOP,1,0
II57,30,ASPH,0,0
II59,1000,TURF,0,0
II62,1300,TURF,0,0
II64,12,CONC,0,0
II65,2000,TURF,0,0
II66,100,TURF,0,0
II67,1100,TURF,0,0
II67,626,TURF,0,0
II68,2200,TURF,0,0
II69,1800,TURF,0,0
II70,1600,TURF,0,0
II72,1300,TURF,0,0
II74,3000,TURF,1,0
II77,1900,TURF,0,0
II78,2000,TURF,0,0
II79,2300,TURF,0,0
II81,2300,TURF,0,0
II82,2700,TURF,0,0
II84,1400,TURF,0,0
II85,2200,TURF,0,0
II86,2067,TURF,0,0
II87,2140,ASPH,0,0
II88,50,CONC,1,0
II89,1000,TURF,0,0
II91,1600,TURF,0,0
II92,60,CONC,0,0
II93,2186,TURF,0,0
II94,2640,TURF,0,0
II95,2050,TURF,0,0
II96,2000,TURF,0,0
II97,2000,TURF,0,0
IL-0007,2165,ASPHALT,0,0
IL-0021,6234,ASP,1,0
IL-0022,5712,ASP,1,0
IL-0023,6447,ASP,1,0
IL00,20,CONC-G,0,0
IL01,2600,TURF,0,0
IL02,2600,TURF,0,0
IL03,40,CONC,0,0
IL04,30,CONC,0,0
IL05,1800,TURF,0,0
IL06,45,CON,1,0
IL07,1300,TURF,0,0
IL08,40,CONC,0,0
IL10,40,CON,1,0
IL11,1500,TURF,0,0
IL12,2600,TURF,0,0
IL14,30,CONC,0,0
IL15,2625,TURF,0,0
IL19,40,TURF-G,0,0
IL20,40,CONC-G,1,0
IL21,75,ASPH,0,0
IL23,2000,TURF-G,0,0
IL24,2300,TURF,0,0
IL25,40,MATS,1,0
IL26,40,CONC,1,0
IL31,3300,TURF,0,0
IL32,2160,TURF,0,0
IL34,2800,TURF,0,0
IL36,2150,TURF,0,0
IL38,2600,TURF-G,0,0
IL40,100,CONC-TURF,0,0
IL41,45,CONC,1,0
IL42,150,CONC-G,1,0
IL43,40,TURF,1,0
IL44,60,ASPH,0,0
IL47,60,TURF,0,0
IL50,44,CONC,1,0
IL51,3000,TURF,0,0
IL52,2150,TURF,0,0
IL54,2220,TURF,0,0
IL56,2300,TURF,0,0
IL57,1800,TURF,0,0
IL59,2000,TURF,0,0
IL61,60,CONC,0,0
IL63,2640,TURF,0,0
IL64,1900,TURF,0,0
IL65,1940,TURF,0,0
IL66,40,CON,0,0
IL67,40,CONC-G,0,0
IL69,75,CONC,1,0
IL70,100,ASPH,0,0
IL71,2509,TURF,0,0
IL73,40,CONC,1,0
IL75,40,CONC,1,0
IL77,75,ASPH,0,0
IL78,2000,TURF,0,0
IL79,50,ASPH-G,0,0
IL81,2300,TURF,0,0
IL82,2000,TURF,0,0
IL84,2300,TURF,0,0
IL84,2300,TURF,0,0
IL86,2500,TURF,0,0
IL87,2000,TURF,0,0
IL88,1300,TURF,0,0
IL89,50,CONC-G,0,0
IL92,56,CONC-G,0,0
IL93,2800,TURF,0,0
IL94,2060,TURF,0,0
IL95,1600,TURF,0,0
IL96,40,TURF,0,0
IL97,2700,TURF,0,0
IL98,100,TURF-G,0,0
IL99,2200,TURF,0,0
IMA,2953,,0,0
IN-0011,,,0,0
IN-0013,3000,ASP,0,0
IN-0023,4600,ASP,0,0
IN-0024,5500,Paved,0,0
IN-0025,8000,ASP,0,0
IN-0026,3900,ASPHALT,0,0
IN-0033,3937,asphalt,0,0
IN-0035,2786,grass/concrete,0,0
IN-0041,1466,asphalt,0,0
IN-0044,1968,Grass,0,0
IN-0050,3958,Dirt,0,0
IN-0053,3300,,0,0
IN-0064,4920,,0,0
IN-0067,,,0,0
IN-0069,,,0,0
IN-0071,5783,Bitumen,0,0
IN-0072,6626,Bitumen,1,0
IN-0073,4133,Bitumen,0,0
IN-0074,3255,Bitumen,0,0
IN-0077,3500,,0,0
IN-0085,4577,asphalt,0,0
IN-0092,3000,,0,0
IN-0276,12139,ASP,1,1
IN-0276,12139,ASP,1,1
IN-0308,8000,,0,0
IN-0363,4115,ASP,1,0
IN-0364,3736,ASP,0,0
IN-0369,7546,ASP,0,0
IN-0372,492,ASP,0,0
IN-0382,4520,CON,0,0
IN-VA38,5780,ASP,0,0
IN-VA51,4135,ASP,0,0
IN00,2400,TURF,0,0
IN01,2500,Turf,0,0
IN02,600,WATER,0,0
IN03,2400,TURF,0,0
IN05,1500,TURF,0,0
IN06,60,CONC,0,0
IN08,1750,TURF,0,0
IN08,2300,TURF,0,0
IN10,2200,TURF,0,0
IN11,2200,TURF,0,0
IN12,2500,WATER,0,0
IN14,2300,TURF,0,0
IN15,1706,TURF,0,0
IN16,4000,WATER,0,0
IN17,70,ASPH,0,0
IN18,2100,TURF,0,0
IN20,1800,TURF,0,0
IN22,200,TURF,0,0
IN23,2440,TURF,0,0
IN24,60,CONC,0,0
IN28,40,CONC,0,0
IN29,3600,TURF,0,0
IN30,2917,TURF-F,0,0
IN31,2200,TURF,0,0
IN33,2600,TURF,0,0
IN34,1600,TURF,0,0
IN36,2250,TURF,0,0
IN37,100,TURF,0,0
IN38,2600,TURF,0,0
IN43,1000,TURF,0,0
IN43,950,TURF,0,0
IN44,2000,TURF,0,0
IN45,1900,TURF,1,0
IN46,2081,TURF,0,0
IN47,2400,TURF,0,0
IN48,54,CONC,0,0
IN49,2100,TURF,0,0
IN51,2600,TURF,0,0
IN52,50,TURF,0,0
IN53,2600,GRAVEL,0,0
IN54,2300,TURF,0,0
IN55,2500,TURF,0,0
IN56,2800,TURF,0,0
IN57,1200,TURF,0,0
IN59,5000,WATER,0,0
IN60,2000,TURF,0,0
IN62,2600,TURF,0,0
IN64,1000,TURF,0,0
IN65,2600,TURF,0,0
IN66,30,TURF,0,0
IN66,30,TURF,0,0
IN70,2400,TURF,1,0
IN72,1060,TURF,0,0
IN75,1475,Turf,0,0
IN78,319,ASPH,0,0
IN79,60,ASPH,0,0
IN80,2300,TURF-G,0,0
IN81,1200,TURF,0,0
IN82,2400,TURF,0,0
IN83,2200,TURF,0,0
IN85,1800,TURF,0,0
IN86,1500,TURF,0,0
IN87,2640,TURF,0,0
IN88,1200,TURF,0,0
IN90,2800,TURF,1,0
IN91,2400,TURF,0,0
IN93,2300,TURF,0,0
IN94,24,CONC,0,0
IN96,52,CONC,0,0
IN99,1200,TURF,0,0
IOK,1780,,0,0
IR-0019,1948,asphalt,0,0
IR-0083,3800,,0,0
IR-0091,,,0,0
IR-0091,,,0,0
IR-0124,11738,ASP,0,0
IR-0174,11823,ASP,1,0
IR-0175,6000,ASP,0,0
IR-OI24,3276,ASP,0,0
IS-0005,720,Grass,0,0
IS-0005,1240,Grass/gravel,0,0
IS-0005,1310,Grass/gravel,0,0
IS-0006,4249,Concrete,0,1
IS-0006,3248,Concrete,0,1
IS-0006,3014,Concrete,0,1
IS00,2400,TURF,1,0
IS02,2600,TURF,1,0
IS08,3400,TURF,0,0
IS09,100,ASPH,0,0
IS11,40,CONC,1,0
IS12,60,TURF,0,0
IS15,2000,TURF,0,0
IS17,100,ASPH,0,0
IS19,2000,TURF,0,0
IS20,65,CONC,0,0
IS21,48,ASPH,0,0
IS22,50,ASPH,0,0
IS23,3000,WATER,0,0
IS24,1600,TURF,0,0
IS25,45,TURF,0,0
IS26,2620,TURF,0,0
IS27,40,CONC,0,0
IS29,45,MATS,1,0
IS30,50,CONC,1,0
IS31,45,CONC,0,0
IS33,1900,ASPH-TURF,0,0
IS34,2500,TURF,0,0
IS37,2160,TURF-G,0,0
IS38,40,CONC,0,0
IS39,45,CONC,0,0
IS41,2138,TURF,0,0
IS43,2950,TURF,0,0
IS44,30,CONC,0,0
IS46,50,ROOF-TOP,1,0
IS46,45,ROOF-TOP,1,0
IS48,100,TURF,0,0
IS49,40,ASPH,0,0
IS50,300,CONC,0,0
IS51,3100,TURF,0,0
IS54,1980,TURF,0,0
IS55,2525,TURF,0,0
IS56,1500,TURF,0,0
IS57,2600,TURF,0,0
IS58,100,CONC,0,0
IS59,1600,TURF,0,0
IS62,3500,TURF,0,0
IS65,2988,ASPH-F,1,0
IS65,1750,TURF-P,0,0
IS66,2000,TURF,0,0
IS67,100,CONC,0,0
IS69,1690,TURF,0,0
IS71,2450,TURF,0,0
IS73,2000,TURF,0,0
IS74,10,CONC,0,0
IS76,75,ASPH,0,0
IS78,2400,TURF,0,0
IS79,7250,WATER,0,0
IS80,2300,TURF,0,0
IS81,80,ASPH,0,0
IS83,2000,TURF,0,0
IS86,2300,TURF,0,0
IS88,2600,TURF,0,0
IS89,50,TURF,1,0
IS90,10,ASPH,0,0
IS92,20,CONC,0,0
IS93,1420,TURF,0,0
IS94,1800,TURF,0,0
IS96,54,ASPH,1,0
IS96,50,CONC,1,0
IS97,4,CONC-G,1,0
IS99,40,CONC-G,0,0
IT-0001,2133,G,0,0
IT-0001,1148,G,0,0
IT-0002,1739,G,0,0
IT-0004,2100,concrete,1,0
IT-0005,1804,dirt,0,0
IT-0006,2822,asphalt,0,1
IT-0007,1640,grass,0,0
IT-0008,1312,grass,0,0
IT-0009,754,grass,0,0
IT-0010,1640,grass,0,0
IT-0011,1969,ground,0,0
IT-0012,1312,asphalt,0,0
IT-0013,2756,ground,0,0
IT-0014,2362,ground,0,0
IT-0015,1969,grass,0,0
IT-0016,1640,grass,0,0
IT-0017,1640,grass,0,0
IT-0018,1181,ground,0,0
IT-0019,1476,ground,0,0
IT-0020,1115,grass,0,0
IT-0021,1083,ground,0,0
IT-0022,820,grass,0,0
IT-0023,2297,grass,0,0
IT-0024,1509,grass,0,0
IT-0025,1476,ground,0,0
IT-0026,886,ground,0,0
IT-0027,1640,grass,0,0
IT-0028,3281,grass,0,0
IT-0029,1969,ground,0,0
IT-0030,4921,asphalt,0,0
IT-0031,1640,grass,0,0
IT-0032,1476,grass,0,0
IT-0037,1476,G,0,0
IT-0043,2460,grass,0,0
IT-0045,2625,G,0,0
IT-0048,2460,GRASS,0,0
IT-0051,1476,G,0,0
IT-0055,1477,G,0,0
IT-0056,1575,G,0,0
IT-0058,1969,grass,0,0
IT-0063,1378,G,0,0
IT-0065,1477,G,0,0
IT-0070,1591,,0,0
IT-0071,2133,G,0,0
IT-0073,1148,grass,0,0
IT-0074,1969,GRS,0,0
IT-0076,1213,grass,0,0
IT-0085,1200,grass,0,0
IT-0087,2756,ASP,0,0
IT-0089,2625,G,0,0
IT-0090,2300,grass,0,0
IT-0093,1476,G,0,0
IT-0097,1640,G,0,0
IT-0099,1641,G,0,0
IT-0102,1411,G,0,0
IT-0103,2166,GRS,0,0
IT-0113,2625,G,0,0
IT-0117,2500,grass-sand,0,0
IT-0117,525,sand,0,0
IT-0118,2625,Grass,0,0
IT-0119,2297,G,0,0
IT-0120,1148,G,0,0
IT-0123,1640,G,0,0
IT-0124,1558,SAN,0,0
IT-0125,1312,Compacted Earth,0,0
IT-0131,2300,grass,0,0
IT-0136,2133,grass,0,0
IT-0138,951,G,0,0
IT-0142,1476,G,0,0
IT-0146,2362,grass,0,0
IT-0148,820,G,0,0
IT-0149,1477,G,0,0
IT-0150,3281,G,0,0
IT-0152,2133,G,0,0
IT-0152,1804,mixed,0,0
IT-0156,1378,G,0,0
IT-0157,1739,G,0,0
IT-0166,1083,G,0,0
IT-0170,1214,Asfalt,0,0
IT-0171,2625,G,0,0
IT-0172,1640,G,0,0
IT-0175,2379,G,0,0
IT-0176,2133,G,0,0
IT-0177,4600,ASP,0,0
IT-0179,2789,G,0,0
IT-0181,2133,G,0,0
IT-0183,1312,G,0,0
IT-0189,1967,ASP,0,0
IT-0190,1476,G,0,0
IT-0192,1115,G,0,0
IT-0194,2133,G,0,0
IT-0195,1312,,0,0
IT-0196,1542,G,0,0
IT-0203,2133,G,0,0
IT-0204,984,G,0,0
IT-0211,1640,G,0,0
IT-0214,1804,G,0,0
IT-0216,2132,grass,0,0
IT-0220,2100,G,0,0
IT-0221,3280,Grass,0,0
IT-0222,1969,G,0,0
IT-0224,1969,,0,0
IT-0225,2297,G,0,0
IT-0226,1312,G,0,0
IT-0228,1312,G,0,0
IT-0229,1476,grass/earth,0,0
IT-0230,1509,G,0,0
IT-0231,1398,G,0,0
IT-0232,2953,concrete,0,0
IT-0236,1969,G,0,0
IT-0238,1312,G,0,0
IT-0240,656,G,0,0
IT-0241,1640,Compacted Earth,0,0
IT-0242,3232,Compacted Earth,0,0
IT-0245,1575,G,0,0
IT-0248,2690,G,0,0
IT-0252,951,G,0,0
IT-0254,1411,G,0,0
IT-0255,2953,G,0,0
IT-0256,2297,G,0,0
IT-0257,1804,G,0,0
IT-0258,1378,G,0,0
IT-0259,1247,G,0,0
IT-0260,1640,G,0,0
IT-0260,1312,G,0,0
IT-0262,1083,G,0,0
IT-0265,1969,G,0,0
IT-0266,1969,G,0,0
IT-0267,1837,G,0,0
IT-0268,1640,G,0,0
IT-0269,,G,0,0
IT-0274,1476,G,0,0
IT-0278,2133,G,0,0
IT-0279,2723,A,0,0
IT-0280,1837,asphalt,0,0
IT-0281,3281,G,0,0
IT-0282,1430,G,0,0
IT-0283,1247,G,0,0
IT-0284,1312,G,0,0
IT-0290,1640,G,0,0
IT-0291,1181,G,0,0
IT-0293,2526,G,0,0
IT-0300,1969,G,0,0
IT-0301,1640,G,0,0
IT-0303,1312,G,0,0
IT-0304,1312,G,0,0
IT-0305,1476,G,0,0
IT-0306,591,G,0,0
IT-0308,2297,G,0,0
IT-0309,1509,G,0,0
IT-0310,1316,G,0,0
IT-0311,755,G,0,0
IT-0312,2001,G,0,0
IT-0313,1312,G,0,0
IT-0314,1804,G,0,0
IT-0315,1640,G,0,0
IT-0316,1312,G,0,0
IT-0317,1312,,0,0
IT-0318,1706,G,0,0
IT-0319,1312,G,0,0
IT-0320,1542,G,0,0
IT-0322,1640,G,0,0
IT-0323,3281,G,0,0
IT-0324,1148,G,0,0
IT-0325,2461,G,0,0
IT-0327,984,G,0,0
IT-0328,1312,G,0,0
IT-0330,1017,G,0,0
IT-0333,1772,,0,0
IT-0335,1624,Asfalt,0,0
IT-0337,1020,G,0,0
IT-0338,1312,G,0,0
IT-0339,1804,G,0,0
IT-0340,2297,G,0,0
IT-0341,1280,G,0,0
IT-0342,1312,G,0,0
IT-0343,1247,G,0,0
IT-0344,984,G,0,0
IT-0345,1280,G,0,0
IT-0346,1640,G,0,0
IT-0350,1312,G,0,0
IT-0351,755,G,0,0
IT-0352,1716,G,0,0
IT-0353,1414,G,0,0
IT-0354,984,G,0,0
IT-0355,1903,G,0,0
IT-0356,1755,G,0,0
IT-0357,1476,G,0,0
IT-0359,2297,G,0,0
IT-0360,1280,G,0,0
IT-0361,3281,GRS,0,0
IT-0363,2854,GRS,0,0
IT-0366,2215,Grass,0,0
IT-0367,1542,soil-grass,0,0
IT-0368,1411,G,0,0
IT-0370,1476,G,0,0
IT-0371,1312,G,0,0
IT-0372,2264,G,0,0
IT-0373,1640,Asfalt,0,0
IT-0377,1247,G,0,0
IT-0379,1969,G,0,0
IT-0382,1674,GRE,0,0
IT-0383,984,G,0,0
IT-0385,1181,GRE,0,0
IT-0387,2625,G,0,0
IT-0388,2625,G,0,0
IT-0389,3937,G,0,0
IT-0390,1312,G,0,0
IT-0392,2231,G,0,0
IT-0393,2297,G,0,0
IT-0394,2854,G,0,0
IT-0395,2362,G,0,0
IT-0396,984,G,0,0
IT-0398,1427,G,0,0
IT-0399,1640,G,0,0
IT-0400,984,G,0,0
IT-0401,1083,G,0,0
IT-0403,1017,G,0,0
IT-0404,886,G,0,0
IT-0405,1312,G,0,0
IT-0406,2297,Asfalt,0,0
IT-0407,1312,G,0,0
IT-0408,1739,G,0,0
IT-0409,820,G,0,0
IT-0419,951,G,0,0
IT-0436,1640,,0,0
IT-0439,2297,G,0,0
IT-0448,1575,,0,0
IT-0472,2132,grass,0,0
IT-0476,2077,Grass,0,0
IT-0509,640,G,0,0
IT-0528,1706,,0,0
IT-0538,1444,GRE,0,1
IT-0554,1266,Erba,0,0
IT-0565,,,0,0
IT-0683,1400,G,0,0
IT-0709,2460,Grass,0,0
IT-0710,1673,Grass,0,0
IT-0712,1476,gravel,0,0
IT-0716,1476,grass,0,0
IT-0717,1312,grass-sand,0,0
IT-0720,1968,grass,0,0
IT-0721,1542,soil-grass,0,0
IT-0756,328,soil-grass,0,0
IT-0757,328,grass,0,0
IT-0759,,GRS,0,0
IT-0802,4921,ASP,1,0
IT-0808,1312,ground,0,0
ITK,2297,Grassed black clay,0,0
JB01,2675,ASPH-G,1,0
JLA,2200,GRVL-DIRT-F,0,0
JM-0002,2300,Grass,0,0
JM-0016,4000,Rolled Asphalt,0,0
JMC,100,ASPH,1,0
JP-0090,690,asphalt,0,0
JP-0092,1970,asphalt,0,0
JP-0093,2625,asphalt,0,0
JP-0472,3280,asphalt,0,0
JP-0473,2630,asphalt,0,0
JP-0474,1960,asphalt,0,0
JP-0601,725,asphalt,0,0
JP-1189,1160,grass,0,0
JP-1189,770,grass,0,0
JP-1898,110,asphalt,0,0
JP-2684,30,asphalt,0,0
JP-3393,164,ASP,0,0
JP-3414,66,Rooftop,0,0
JP-3590,6562,ASP,1,0
JP-3592,1795,,0,1
JPN,82,ASPH,1,0
JRA,44,ASPH,1,0
JRA,44,ASPH,0,0
JRA,44,ASPH,0,0
JRA,44,ASPH,0,0
JRA,44,ASPH-G,0,0
JRA,44,ASPH,0,0
JRA,37,ASPH,0,0
JRA,37,ASPH,0,0
JRA,37,ASPH,0,0
JRB,62,CONC-G,1,0
JUH,7874,CON,0,0
JY00,20,TURF,0,0
JY01,40,CONC,0,0
JY02,50,ASPH,0,0
JY04,2000,TURF,0,0
JY06,46,TURF,0,0
JY08,1165,TURF,1,0
JY12,25,CONC,0,0
JY13,50,TURF,0,0
JY14,1000,TURF,0,0
JY15,88,TURF,0,0
JY16,184,ASPH-G,0,0
JY17,2303,TURF,0,0
JY18,200,TURF,0,0
JY20,90,TURF,0,0
JY21,70,ASPH,0,0
JY24,1800,TURF,0,0
JY25,30,TURF,0,0
JY26,300,TURF-G,0,0
JY27,16,CONC,0,0
JY28,100,ASPH-G,0,0
JY29,55,ASP,1,0
JY30,60,TURF,0,0
JY31,2550,TURF-G,1,0
JY32,100,CONC-G,1,0
JY34,50,CONC,1,0
JY35,3500,WATER,0,0
JY36,25,TURF,1,0
JY39,2200,TURF,0,0
JY40,50,CONC-G,0,0
JY42,15000,TURF,0,0
JY43,2150,ASPH,1,0
JY64,55,Mats,0,0
JY79,46,CON,0,0
K00C,5010,ASPH-G,1,0
K00F,4400,ASPH-E,1,0
K00M,3000,ASPH-F,1,0
K00R,3700,ASPH-G,1,0
K00V,2084,ASPH-GRVL-F,0,0
K00V,6000,ASPH-F,1,0
K00V,1800,ASPH-TURF-G,0,0
K01,1600,TURF-G,0,0
K01,4000,TURF-G,1,0
K01G,1830,TURF-G,0,0
K01G,3500,ASPH-G,1,0
K01M,4000,ASPH-G,1,0
K01T,2432,GVL,0,0
K02A,4008,ASPH-F,1,0
K02C,3501,ASPH-G,1,0
K02C,3395,TURF-F,0,0
K02C,1600,TURF-F,0,0
K02G,3503,ASPH-G,1,0
K03,15000,WATER,0,0
K03B,3000,ASPH-F,1,0
K03D,3300,CONC-F,1,0
K04A,4640,ASPH-F,1,0
K04G,3073,ASPH-F,0,0
K04M,3200,ASPH-G,1,0
K04Y,3404,ASPH-G,1,0
K05C,4900,ASPH-G,1,0
K05D,3000,ASPH-G,1,0
K05U,7300,ASPH-G,1,0
K06A,5003,ASPH-G,1,0
K06C,3800,CONC-G,1,0
K06D,2400,TURF-G,0,0
K06D,4300,ASPH-G,1,0
K06M,3000,ASPH-G,1,0
K06U,6200,ASPH-E,1,0
K07,3028,ASPH-P,1,0
K07A,3660,ASPH-G,1,0
K07F,3301,ASPH-G,1,0
K07F,2301,ASPH-G,0,0
K07R,3200,ASPH-G,1,0
K07V,5798,ASPH-P,1,0
K08,4140,GRVL-G,1,0
K08A,3011,ASPH-G,1,0
K08A,2876,TURF-G,0,0
K08C,3920,ASPH-F,1,0
K08D,3900,ASPH-G,1,0
K08K,3900,TURF-F,0,0
K08K,3745,ASPH-G,1,0
K08M,3000,ASPH-G,1,0
K09A,4080,ASPH-F,1,0
K09J,3715,ASPH-G,1,0
K09K,3000,ASPH-E,1,0
K09M,3000,ASPH-G,1,0
K09R,4000,ASPH-F,1,0
K0A3,4107,ASPH-E,1,0
K0A4,3000,ASPH-P,0,0
K0A7,3075,ASPH-G,1,0
K0A8,4206,ASPH-G,1,0
K0A9,4529,ASPH-G,1,0
K0B1,3818,ASPH-G,1,0
K0B4,2150,TURF-G,0,0
K0B4,3950,CONC-G,1,0
K0B5,3013,ASPH-F,1,0
K0B8,1792,ASPH-E,1,0
K0B8,2328,ASPH-E,1,0
K0C0,3589,TURF-F,0,0
K0C0,2633,TURF-F,0,0
K0C0,2577,TURF-F,1,0
K0C4,3600,CONC-G,1,0
K0D8,2505,TURF-G,0,0
K0D8,4400,ASPH-E,1,0
K0E0,7700,ASPH-G,1,0
K0E8,5820,ASPH-G,1,0
K0F2,3603,ASPH-G,1,0
K0F4,2040,TURF-F,0,0
K0F4,3900,CON,1,0
K0F7,3000,ASPH-F,1,0
K0F9,3100,ASPH-P,1,0
K0G3,3502,CONC-E,1,0
K0G6,4781,ASPH-F,1,0
K0G7,3786,ASPH-G,1,0
K0G7,1850,TURF-G,0,0
K0H1,4008,ASPH-G,1,0
K0I8,3852,ASPH-F,1,0
K0J4,3197,ASPH-G,1,0
K0J6,5002,ASPH-G,1,0
K0J6,2885,TURF-G,0,0
K0J9,3000,CONC-F,0,0
K0K7,3417,ASPH-G,1,0
K0KY,90,ASP,1,0
K0L7,4600,ASPH-E,1,0
K0L7,3700,ASPH-E,0,0
K0L9,3400,ASPH-G,0,0
K0M0,5000,ASPH-G,1,0
K0M2,3500,ASPH-E,0,0
K0M3,4000,ASPH-G,1,0
K0M4,5001,ASPH-G,1,0
K0M5,4000,ASPH-E,1,0
K0M8,3196,ASPH-G,1,0
K0M9,3000,ASPH-G,1,0
K0O2,3157,ASPH-P,1,0
K0Q5,3400,ASPH-F,0,0
K0R0,4460,ASPH-G,1,0
K0R0,2430,GRS,0,1
K0R1,4952,ASPH-G,1,0
K0R3,5000,ASPH-G,1,0
K0R4,3700,ASPH-G,1,0
K0R5,3002,ASPH-F,1,0
K0R6,4326,ASPH-F,0,0
K0S0,3197,ASPH-P,1,0
K0S7,4014,ASPH-G,1,0
K0S9,3000,ASPH-G,1,0
K0V3,1275,TURF-G,0,0
K0V3,3900,CONC-G,1,0
K0V4,3798,ASPH-E,1,0
K0V7,7140,ASPH-P,1,0
K0VG,5000,ASPH-G,1,0
K0W3,3353,ASPH,1,0
K0W3,2000,ASPH-G,1,1
K0W3,1600,TURF-G,0,1
K10C,2802,ASPH-F,1,0
K10C,2141,TURF-F,0,0
K10G,3498,ASPH-G,1,0
K10U,6700,ASPH-GRVL-F,0,0
K11,2760,TURF-P,0,0
K11,1550,TURF-P,0,0
K11A,5010,ASPH-G,1,0
K11R,5496,ASPH-G,1,0
K11V,4000,TURF-DIRT-F,0,0
K11V,2400,TURF-DIRT-G,0,0
K12D,3400,ASPH-G,1,0
K12G,1890,TURF-G,0,0
K12G,3174,ASPH-F,1,0
K12J,5136,ASPH-G,0,0
K12J,5001,ASPH-G,1,0
K12J,3999,ASPH-F,0,0
K12K,3702,ASPH-CONC-G,1,0
K12K,3000,TURF-F,0,0
K12N,1981,ASPH-G,1,0
K12V,3154,ASPH-P,1,0
K12Y,3005,ASPH-G,1,0
K13C,3500,ASPH-G,1,0
K13K,2075,TURF-F,0,0
K13K,3503,ASPH-G,1,0
K14A,3147,ASPH-G,1,0
K14F,3200,ASPH-F,1,0
K14G,4137,ASPH-F,1,0
K14G,2238,TURF-F,0,1
K14J,3050,ASPH-G,1,0
K14J,1900,ASP,0,1
K14M,3000,ASPH-F,1,0
K14Y,3000,ASPH-G,1,0
K15F,3420,ASPH-G,1,0
K15J,5000,ASPH-G,1,0
K15J,4000,ASPH-G,0,0
K15M,4000,ASPH-G,1,0
K16D,4100,ASPH-F,1,0
K16G,4000,ASPH-G,1,0
K16J,4510,ASPH-F,1,0
K17,4000,TURF-DIRT-F,0,0
